PointOfInterest, Latitude,Longitude
stream,39.84333,-122.08889
stream,37.38333,-122.08917
stream,37.45278,-122.09028
stream,40.93194,-122.09028
stream,41.46722,-122.09056
stream,40.81,-122.09083
stream,38.04444,-122.09139
stream,37.765,-122.09167
stream,37.09139,-122.09222
stream,38.71361,-122.09222
stream,37.78833,-122.09278
stream,37.7875,-122.09333
stream,39.02722,-122.09361
stream,39.91139,-122.09417
stream,40.41,-122.09417
stream,40.23194,-122.09472
stream,39.00417,-122.095
stream,39.99056,-122.095
stream,39.34194,-122.09556
stream,40.92333,-122.09556
stream,37.86972,-122.09583
stream,39.26444,-122.09667
stream,38.18611,-122.09722
stream,41.15972,-122.09917
stream,38.86028,-122.09972
stream,37.09222,-122.10056
stream,40.92056,-122.10139
stream,37.10278,-122.10278
stream,40.45167,-122.10333
stream,40.97389,-122.10389
stream,40.95778,-122.10417
stream,39.02389,-122.10528
stream,37.56667,-122.10667
stream,37.11,-122.10694
stream,37.43389,-122.10806
stream,40.88583,-122.10833
stream,39.36194,-122.10889
stream,41.48389,-122.10972
stream,37.8925,-122.11028
stream,40.05028,-122.11083
stream,40.06778,-122.11083
stream,41.09389,-122.11306
stream,40.89667,-122.11333
stream,37.74028,-122.11361
stream,38.28528,-122.11361
stream,39.99472,-122.11361
stream,37.46611,-122.11417
stream,42.01944,-122.11417
stream,37.60417,-122.11472
stream,39.19278,-122.11472
stream,40.04306,-122.11472
stream,40.03611,-122.11611
stream,40.9125,-122.11611
stream,37.11472,-122.11639
stream,37.36778,-122.11667
stream,40.09639,-122.11667
stream,40.85806,-122.11889
stream,37.12694,-122.12
stream,38.06056,-122.12028
stream,37.1275,-122.12111
stream,38.97028,-122.12167
stream,36.96639,-122.12194
stream,37.18444,-122.1225
stream,40.07389,-122.1225
stream,40.85417,-122.12278
stream,37.19361,-122.12361
stream,39.84861,-122.12444
stream,38.69333,-122.12472
stream,37.97333,-122.125
stream,40.77083,-122.125
stream,41.84472,-122.12528
stream,38.21139,-122.12778
stream,40.10306,-122.12778
stream,41.85194,-122.12944
stream,37.79139,-122.12972
stream,41.8625,-122.12972
stream,40.84806,-122.13028
stream,37.02333,-122.13056
stream,40.54389,-122.13056
stream,40.54389,-122.13056
stream,37.99611,-122.13083
stream,37.14222,-122.13139
stream,40.02583,-122.13139
stream,37.13028,-122.1325
stream,37.42417,-122.1325
stream,41.83861,-122.13278
stream,37.15528,-122.13306
stream,40.16194,-122.13306
stream,38.75306,-122.13528
stream,37.14806,-122.13556
stream,40.07833,-122.13556
stream,38.33,-122.13583
stream,41.09583,-122.13583
stream,41.26278,-122.13806
stream,41.175,-122.13917
stream,41.17694,-122.13917
stream,37.13361,-122.13944
stream,36.97667,-122.13972
stream,41.37583,-122.13972
stream,38.02389,-122.14
stream,40.13861,-122.14028
stream,39.39306,-122.14083
stream,40.85889,-122.14083
stream,37.13806,-122.14194
stream,40.75389,-122.14222
stream,37.13889,-122.14444
stream,37.6025,-122.14444
stream,37.81806,-122.14472
stream,37.59444,-122.14583
stream,41.18083,-122.14611
stream,40.02167,-122.14722
stream,37.75694,-122.1475
stream,37.30194,-122.14833
stream,40.75139,-122.14861
stream,37.30333,-122.14972
stream,37.75444,-122.14972
stream,40.545,-122.15
stream,37.40444,-122.15111
stream,40.82083,-122.15111
stream,40.33028,-122.15139
stream,41.21,-122.15194
stream,36.98333,-122.15278
stream,40.14694,-122.15306
stream,39.83639,-122.15333
stream,40.48056,-122.15361
stream,37.30639,-122.15444
stream,39.07528,-122.15444
stream,41.165,-122.15528
stream,37.14639,-122.15583
stream,39.05111,-122.15611
stream,40.82611,-122.15611
stream,37.65639,-122.15667
stream,38.48194,-122.1575
stream,41.045,-122.15833
stream,37.31111,-122.15917
stream,37.15306,-122.16056
stream,39.51972,-122.16111
stream,39.51972,-122.16111
stream,37.34722,-122.16139
stream,37.67028,-122.16167
stream,37.00889,-122.16333
stream,41.11722,-122.16333
stream,40.1575,-122.16361
stream,40.97611,-122.16389
stream,38.26111,-122.16444
stream,36.99417,-122.16667
stream,39.30194,-122.16722
stream,39.75639,-122.16778
stream,38.2675,-122.16861
stream,41.15056,-122.16944
stream,41.87833,-122.16944
stream,38.35722,-122.16972
stream,37.92306,-122.17056
stream,39.01139,-122.17056
stream,41.1425,-122.17056
stream,37.38639,-122.17194
stream,39.87472,-122.17222
stream,40.16472,-122.17222
stream,40.79361,-122.17222
stream,37.04167,-122.17333
stream,40.74111,-122.17389
stream,37.21444,-122.17472
stream,40.35528,-122.17472
stream,39.08056,-122.175
stream,39.53722,-122.17528
stream,41.65306,-122.17556
stream,37.00278,-122.17583
stream,40.66417,-122.17667
stream,41.04444,-122.1775
stream,39.87667,-122.17889
stream,40.19861,-122.17889
stream,40.23861,-122.17889
stream,39.15139,-122.17917
stream,37,-122.18056
stream,39.81306,-122.18167
stream,37.75806,-122.18278
stream,40.97972,-122.18306
stream,41.6625,-122.18306
stream,37.21861,-122.18417
stream,37.29583,-122.18444
stream,40.98028,-122.18528
stream,40.67667,-122.18556
stream,40.79139,-122.18583
stream,40.55472,-122.18611
stream,38.83389,-122.18639
stream,40.26028,-122.18639
stream,40.68,-122.18722
stream,41.11278,-122.1875
stream,41.04222,-122.19028
stream,37.41389,-122.19056
stream,40.79111,-122.19056
stream,37.22917,-122.19083
stream,37.00944,-122.19306
stream,40.56444,-122.19306
stream,37.89028,-122.19417
stream,40.15611,-122.19444
stream,40.98,-122.195
stream,40.43083,-122.19611
stream,40.72972,-122.19694
stream,40.38472,-122.19722
stream,37.27667,-122.19778
stream,40.37778,-122.19833
stream,40.08083,-122.19861
stream,41.06333,-122.19861
stream,40.91472,-122.19889
stream,40.16611,-122.19972
stream,37.525,-122.2
stream,41.09639,-122.2
stream,41.05194,-122.20056
stream,41.97194,-122.20056
stream,40.44556,-122.20111
stream,40.65444,-122.20139
stream,37.23861,-122.2025
stream,40.43583,-122.2025
stream,40.15278,-122.20417
stream,37.34389,-122.20556
stream,41.04083,-122.20556
stream,37.81889,-122.20583
stream,37.81889,-122.20583
stream,37.09444,-122.20639
stream,37.74278,-122.20667
stream,40.76167,-122.20667
stream,40.32111,-122.20694
stream,37.175,-122.20778
stream,38.76444,-122.20833
stream,40.77639,-122.20833
stream,39.89222,-122.20889
stream,37.75139,-122.20972
stream,39.89,-122.21028
stream,39.89,-122.21056
stream,40.78278,-122.21083
stream,40.78278,-122.21111
stream,40.99417,-122.21139
stream,40.68583,-122.21194
stream,37.1675,-122.21222
stream,37.24583,-122.21278
stream,41.96722,-122.21278
stream,37.26056,-122.21306
stream,40.96,-122.21306
stream,38.44917,-122.21333
stream,38.61056,-122.21333
stream,37.02333,-122.21417
stream,38.45417,-122.215
stream,40.20611,-122.215
stream,37.35583,-122.21556
stream,39.10139,-122.21556
stream,40.38278,-122.21583
stream,37.24944,-122.21667
stream,40.95889,-122.21667
stream,37.25139,-122.21694
stream,39.20417,-122.21694
stream,41.02611,-122.21778
stream,37.185,-122.21806
stream,37.1925,-122.21806
stream,37.78306,-122.21806
stream,40.16444,-122.21833
stream,40.56417,-122.21833
stream,37.07722,-122.21889
stream,41.01889,-122.22
stream,40.60167,-122.2225
stream,40.90278,-122.22361
stream,37.165,-122.22389
stream,37.16528,-122.22389
stream,40.89361,-122.22389
stream,40.8825,-122.22417
stream,40.26306,-122.22444
stream,40.56833,-122.22472
stream,37.05417,-122.22528
stream,37.0575,-122.22556
stream,40.58333,-122.22556
stream,37.04194,-122.22583
stream,37.48694,-122.22583
stream,40.615,-122.22583
stream,37.77917,-122.22611
stream,37.845,-122.22667
stream,38.13083,-122.22667
stream,40.17222,-122.22667
stream,40.19306,-122.22667
stream,37.03667,-122.22694
stream,37.06306,-122.2275
stream,40.88361,-122.22861
stream,38.13472,-122.22889
stream,37.06694,-122.22917
stream,41.1175,-122.22972
stream,40.46444,-122.23
stream,40.55583,-122.23028
stream,40.87222,-122.23167
stream,40.75,-122.23222
stream,37.38333,-122.2325
stream,38.89,-122.23306
stream,39.5625,-122.23306
stream,40.17028,-122.23333
stream,39.5775,-122.23417
stream,40.63583,-122.23417
stream,38.475,-122.23444
stream,37.25944,-122.23556
stream,40.95139,-122.23611
stream,40.18444,-122.23667
stream,38.98194,-122.23694
stream,37.40083,-122.23722
stream,37.41,-122.23722
stream,38.29306,-122.23778
stream,38.29306,-122.23778
stream,40.95083,-122.23833
stream,37.25889,-122.23889
stream,39.71083,-122.23972
stream,39.71111,-122.23972
stream,37.26139,-122.24
stream,37.49861,-122.24
stream,37.86056,-122.24111
stream,37.39778,-122.24222
stream,38.49528,-122.24222
stream,40.86083,-122.24222
stream,37.07667,-122.2425
stream,38.07,-122.24278
stream,37.39722,-122.24306
stream,37.55417,-122.24333
stream,40.68083,-122.24333
stream,40.91694,-122.24361
stream,37.50722,-122.24417
stream,37.8725,-122.24417
stream,41.75722,-122.24611
stream,37.40333,-122.24667
stream,40.46556,-122.2475
stream,40.92861,-122.24833
stream,40.93167,-122.24889
stream,37.26167,-122.24917
stream,40.93306,-122.24917
stream,39.60611,-122.24944
stream,37.17222,-122.25
stream,40.33194,-122.25
stream,37.17806,-122.25111
stream,38.57861,-122.25222
stream,39.55389,-122.25222
stream,39.42444,-122.2525
stream,37.2975,-122.25306
stream,40.82722,-122.25417
stream,37.26389,-122.25444
stream,38.1175,-122.25472
stream,39.55556,-122.25556
stream,40.36611,-122.25556
stream,40.77194,-122.25611
stream,39.00361,-122.25694
stream,41.96556,-122.25694
stream,37.13833,-122.25806
stream,38.28972,-122.26
stream,37.81056,-122.26028
stream,41.49889,-122.26056
stream,37.26667,-122.26222
stream,37.52194,-122.2625
stream,37.16833,-122.26306
stream,37.52194,-122.26333
stream,38.62278,-122.26444
stream,41.96444,-122.26583
stream,37.13389,-122.26639
stream,38.03917,-122.26639
stream,37.13389,-122.26667
stream,40.21167,-122.26722
stream,40.21167,-122.26722
stream,40.74528,-122.2675
stream,37.34806,-122.26806
stream,38.67472,-122.26806
stream,37.33,-122.26861
stream,37.3375,-122.26861
stream,40.8375,-122.26889
stream,41.23778,-122.26889
stream,37.08639,-122.27083
stream,39.18556,-122.27083
stream,37.32361,-122.27139
stream,40.81722,-122.27139
stream,37.16139,-122.27167
stream,41.50972,-122.27167
stream,40.86778,-122.27194
stream,38.32306,-122.27278
stream,37.34611,-122.27306
stream,41.17167,-122.27306
stream,41.96694,-122.27333
stream,38.16361,-122.27444
stream,37.0925,-122.27556
stream,38.31667,-122.27583
stream,37.31028,-122.27667
stream,37.31028,-122.27667
stream,38.22861,-122.27722
stream,40.92139,-122.27778
stream,40.92139,-122.27778
stream,41.23111,-122.27778
stream,40.16389,-122.27861
stream,37.54806,-122.27917
stream,39.92639,-122.28167
stream,38.25667,-122.28222
stream,38.75389,-122.28278
stream,37.27444,-122.28306
stream,38.29944,-122.28306
stream,41.18444,-122.28333
stream,38.16833,-122.28361
stream,38.02167,-122.28417
stream,37.27583,-122.28472
stream,40.55194,-122.28472
stream,38.24,-122.28583
stream,41.75222,-122.28639
stream,38.69722,-122.28694
stream,40.78444,-122.28722
stream,40.78056,-122.2875
stream,40.56417,-122.28833
stream,41.15278,-122.28833
stream,41.26333,-122.28833
stream,40.00528,-122.28889
stream,40.82167,-122.28889
stream,37.53861,-122.28917
stream,38.35278,-122.28944
stream,38.21861,-122.29056
stream,41.15944,-122.29083
stream,37.27333,-122.29139
stream,38.70444,-122.29139
stream,40.4725,-122.29139
stream,37.19917,-122.29167
stream,40.65,-122.29167
stream,41.16278,-122.29417
stream,38.01417,-122.29556
stream,37.11111,-122.29639
stream,37.27306,-122.29639
stream,42.00333,-122.29667
stream,41.97333,-122.29833
stream,38.64833,-122.30056
stream,37.31944,-122.30083
stream,41.54389,-122.30083
stream,37.11361,-122.30111
stream,40.47417,-122.30111
stream,38.79556,-122.30139
stream,40.67611,-122.30139
stream,41.06889,-122.30167
stream,41.96889,-122.30194
stream,40.77028,-122.3025
stream,40.44028,-122.30278
stream,37.575,-122.30361
stream,39.90417,-122.30361
stream,40.15778,-122.30417
stream,38.37306,-122.30444
stream,40.62667,-122.30444
stream,40.62667,-122.30444
stream,37.11944,-122.305
stream,37.11667,-122.30583
stream,37.24167,-122.30583
stream,40.87194,-122.30611
stream,40.88667,-122.30639
stream,41.99611,-122.30722
stream,38.21278,-122.3075
stream,41.26472,-122.30806
stream,37.88806,-122.30861
stream,38.48778,-122.30917
stream,38.90833,-122.30972
stream,40.88389,-122.30972
stream,37.89694,-122.31083
stream,38.22139,-122.31083
stream,41.98889,-122.31111
stream,41.83806,-122.31139
stream,40.37139,-122.31167
stream,41.98917,-122.31167
stream,38.305,-122.31194
stream,41.26667,-122.31194
stream,38.30472,-122.31222
stream,41.14528,-122.3125
stream,40.86361,-122.31278
stream,38.61056,-122.31333
stream,38.79889,-122.31333
stream,38.65306,-122.31528
stream,39.51889,-122.31556
stream,40.85944,-122.31556
stream,37.31028,-122.31861
stream,40.77139,-122.32056
stream,41.84611,-122.32111
stream,41.84611,-122.32111
stream,41.11139,-122.3225
stream,41.14722,-122.3225
stream,41.30472,-122.32278
stream,41.855,-122.32278
stream,41.28611,-122.32472
stream,41.62694,-122.32722
stream,38.00306,-122.3275
stream,41.87083,-122.32778
stream,37.315,-122.32806
stream,40.37278,-122.32861
stream,40.71028,-122.32861
stream,40.65278,-122.32889
stream,37.125,-122.32944
stream,41.27972,-122.32944
stream,38.92667,-122.33222
stream,39.67972,-122.3325
stream,41.27972,-122.33306
stream,40.84861,-122.33389
stream,40.7425,-122.335
stream,37.59222,-122.33639
stream,37.13583,-122.33694
stream,40.15806,-122.3375
stream,41.27472,-122.33778
stream,41.94167,-122.33861
stream,41.05306,-122.33917
stream,37.18556,-122.33972
stream,40.9425,-122.34028
stream,40.59889,-122.34083
stream,38.94194,-122.34139
stream,38.63611,-122.34194
stream,39.31194,-122.34194
stream,41.09472,-122.34278
stream,40.93806,-122.34361
stream,40.84972,-122.345
stream,37.14583,-122.34611
stream,40.69194,-122.34806
stream,38.48972,-122.34861
stream,39.13889,-122.34861
stream,37.5325,-122.34944
stream,39.86361,-122.34944
stream,37.40861,-122.34972
stream,38.19278,-122.34972
stream,38.6775,-122.35
stream,39.86361,-122.35
stream,37.21694,-122.35139
stream,38.41944,-122.35278
stream,38.50778,-122.35333
stream,38.48722,-122.35444
stream,39.86111,-122.35444
stream,41.07083,-122.35444
stream,37.32472,-122.35472
stream,39.46917,-122.35528
stream,38.60889,-122.35611
stream,40.63194,-122.35611
stream,39.38361,-122.35694
stream,39.95167,-122.35694
stream,40.93028,-122.35889
stream,41.15472,-122.35972
stream,41.15583,-122.36083
stream,37.16472,-122.36167
stream,40.92806,-122.36222
stream,40.92611,-122.36278
stream,37.59722,-122.36417
stream,41.9275,-122.36444
stream,41.06167,-122.36472
stream,38.60444,-122.36556
stream,40.99917,-122.36583
stream,40.50861,-122.36611
stream,40.63611,-122.36639
stream,40.89556,-122.36639
stream,40.50556,-122.36667
stream,40.63833,-122.36694
stream,37.585,-122.3675
stream,41.97167,-122.36778
stream,37.32806,-122.36806
stream,37.25222,-122.36944
stream,40.75639,-122.36944
stream,41.29111,-122.36972
stream,38.42861,-122.37
stream,38.70417,-122.37056
stream,40.88222,-122.37083
stream,40.34111,-122.3725
stream,37.3775,-122.37361
stream,38.90528,-122.375
stream,40.59333,-122.375
stream,41.0525,-122.37556
stream,41.28639,-122.37583
stream,41.14944,-122.37944
stream,40.91917,-122.37972
stream,38.70417,-122.38056
stream,37.97639,-122.38222
stream,40.72556,-122.38444
stream,37.32611,-122.385
stream,40.66556,-122.38583
stream,40.88278,-122.38611
stream,37.25333,-122.3875
stream,37.95333,-122.3875
stream,41.05861,-122.38944
stream,41.05861,-122.38944
stream,40.86833,-122.38972
stream,39.46028,-122.39
stream,37.35889,-122.39056
stream,37.48778,-122.39083
stream,37.64444,-122.39139
stream,38.69972,-122.39167
stream,41.14806,-122.39194
stream,40.85278,-122.39361
stream,39.58222,-122.39389
stream,41.97694,-122.39778
stream,38.55972,-122.39833
stream,40.78778,-122.39833
stream,37.35667,-122.39861
stream,40.8,-122.39861
stream,37.38278,-122.39972
stream,41.27333,-122.40028
stream,41.27333,-122.40028
stream,40.68,-122.40167
stream,38.15056,-122.4025
stream,38.75111,-122.4025
stream,40.37417,-122.40278
stream,40.81611,-122.40278
stream,41,-122.40306
stream,38.79889,-122.40333
stream,37.47917,-122.40389
stream,37.44611,-122.40417
stream,39.8,-122.40444
stream,37.29806,-122.40472
stream,41.01611,-122.40472
stream,39.35111,-122.40528
stream,41.92667,-122.40556
stream,37.26389,-122.40611
stream,37.96833,-122.40611
stream,39.80611,-122.40611
stream,38.79389,-122.40639
stream,37.225,-122.40667
stream,38.79083,-122.40722
stream,39.03972,-122.40722
stream,38.78806,-122.40778
stream,37.37583,-122.40806
stream,40.75444,-122.40833
stream,40.9375,-122.40889
stream,40.84472,-122.40917
stream,41.50083,-122.40972
stream,38.70361,-122.41028
stream,40.59222,-122.41028
stream,37.26694,-122.41083
stream,37.47611,-122.41083
stream,37.47528,-122.41194
stream,38.46333,-122.41306
stream,38.76833,-122.415
stream,40.93861,-122.4175
stream,39.11278,-122.41833
stream,40.75306,-122.41889
stream,40.93778,-122.41972
stream,40.93667,-122.42056
stream,40.37944,-122.42111
stream,40.79139,-122.42167
stream,40.83333,-122.42278
stream,38.22833,-122.42361
stream,40.79861,-122.42417
stream,40.52944,-122.425
stream,37.465,-122.42528
stream,38.27667,-122.42583
stream,37.40417,-122.42639
stream,40.8,-122.42639
stream,40.97278,-122.42639
stream,39.80444,-122.42833
stream,40.97528,-122.42861
stream,38.77028,-122.42889
stream,40.97556,-122.42889
stream,38.83889,-122.42917
stream,40.80806,-122.42944
stream,41.44694,-122.42944
stream,41.58278,-122.42944
stream,40.95306,-122.43056
stream,38.23833,-122.43139
stream,41.95333,-122.43194
stream,37.51694,-122.43222
stream,41.59639,-122.43222
stream,41.40194,-122.4325
stream,41.97389,-122.43278
stream,41.58944,-122.43306
stream,38.245,-122.43361
stream,41.40361,-122.43361
stream,40.59444,-122.43389
stream,40.74417,-122.43444
stream,41.97306,-122.43583
stream,40.37444,-122.43611
stream,37.62694,-122.43667
stream,41.46028,-122.43667
stream,40.8125,-122.4375
stream,41.59361,-122.4375
stream,40.59639,-122.43833
stream,37.42944,-122.43889
stream,40.70778,-122.43917
stream,41.93139,-122.43917
stream,38.40611,-122.43944
stream,41.92889,-122.44167
stream,39.15639,-122.44194
stream,41.23472,-122.4425
stream,41.99972,-122.44306
stream,42,-122.44333
stream,40.77083,-122.44389
stream,40.60806,-122.44472
stream,40.32556,-122.44528
stream,40.63944,-122.44528
stream,40.69389,-122.44611
stream,40.70222,-122.44667
stream,40.81611,-122.44667
stream,40.70194,-122.44694
stream,40.52444,-122.44778
stream,37.47528,-122.44861
stream,40.73722,-122.44861
stream,41.22722,-122.44944
stream,37.48056,-122.44972
stream,40.68583,-122.44972
stream,38.25778,-122.45028
stream,38.12111,-122.45083
stream,38.24111,-122.45139
stream,39.5125,-122.45222
stream,40.62972,-122.4525
stream,39.06611,-122.45278
stream,38.78028,-122.45333
stream,38.95083,-122.45333
stream,40.11806,-122.45361
stream,39.91556,-122.45389
stream,40.81806,-122.45472
stream,38.96056,-122.45611
stream,39.05556,-122.45639
stream,38.65917,-122.45667
stream,39.055,-122.45667
stream,38.51167,-122.45694
stream,41.98333,-122.45806
stream,37.49306,-122.45889
stream,41.85167,-122.45889
stream,40.11694,-122.45917
stream,41.91722,-122.45917
stream,41.15417,-122.46028
stream,38.24889,-122.46083
stream,40.82111,-122.46083
stream,40.82278,-122.46083
stream,41.85667,-122.46194
stream,38.89167,-122.46333
stream,41.90222,-122.46444
stream,39.05639,-122.46556
stream,39.31917,-122.46611
stream,40.74056,-122.46722
stream,40.82639,-122.4675
stream,40.69472,-122.46806
stream,40.84333,-122.47
stream,37.57972,-122.47194
stream,37.57972,-122.47222
stream,37.57972,-122.47222
stream,40.98361,-122.47361
stream,38.28222,-122.47444
stream,38.26667,-122.47472
stream,38.26667,-122.47472
stream,38.52194,-122.47472
stream,38.01111,-122.47528
stream,38.97944,-122.47528
stream,39.78444,-122.47556
stream,40.825,-122.47639
stream,38.6725,-122.47667
stream,40.83639,-122.47667
stream,37.50333,-122.47694
stream,37.50944,-122.47694
stream,40.03,-122.47833
stream,40.98417,-122.48028
stream,38.255,-122.48056
stream,38.30306,-122.4825
stream,40.92778,-122.48306
stream,37.79056,-122.48417
stream,37.96722,-122.48528
stream,37.50389,-122.48583
stream,38.11056,-122.48639
stream,38.79611,-122.48694
stream,37.58278,-122.48722
stream,38.09528,-122.48722
stream,40.73806,-122.48722
stream,40.73806,-122.48722
stream,40.85056,-122.48722
stream,40.14444,-122.48778
stream,39.31583,-122.48806
stream,39.28917,-122.48861
stream,40.85722,-122.48889
stream,39.31056,-122.48917
stream,38.53528,-122.49083
stream,38.80389,-122.49083
stream,40.6325,-122.49167
stream,41.89917,-122.49167
stream,40.865,-122.49389
stream,38.54417,-122.49528
stream,38.44028,-122.49556
stream,40.10583,-122.49583
stream,40.65972,-122.49667
stream,41.43278,-122.49667
stream,38.03139,-122.49722
stream,41.11917,-122.4975
stream,37.92556,-122.49861
stream,40.65556,-122.50028
stream,38.3375,-122.50056
stream,41.66667,-122.50083
stream,37.94167,-122.50111
stream,38.33639,-122.50139
stream,39.43417,-122.50167
stream,40.93194,-122.50167
stream,38.98111,-122.50222
stream,39.43222,-122.5025
stream,41.12639,-122.50306
stream,40.82139,-122.50417
stream,37.59639,-122.50472
stream,38.53028,-122.505
stream,39.1675,-122.50583
stream,41.66083,-122.50667
stream,38.55806,-122.50806
stream,41.9,-122.50833
stream,38.27167,-122.50944
stream,38.43556,-122.50944
stream,38.55944,-122.51
stream,39.9175,-122.51139
stream,38.34917,-122.51278
stream,37.5525,-122.51306
stream,38.85889,-122.51306
stream,38.02028,-122.51333
stream,40.825,-122.51389
stream,39.42472,-122.51444
stream,40.27528,-122.51444
stream,38.13583,-122.51556
stream,40.2725,-122.51639
stream,37.52444,-122.51722
stream,37.88306,-122.51778
stream,38.86556,-122.51861
stream,40.10472,-122.51889
stream,41.15833,-122.51889
stream,38.98444,-122.52
stream,38.07083,-122.52083
stream,39.63194,-122.52139
stream,38.77611,-122.52194
stream,37.89083,-122.5225
stream,38.355,-122.5225
stream,38.37028,-122.52278
stream,39.32389,-122.52333
stream,38.3625,-122.52361
stream,39.67083,-122.52361
stream,39.22806,-122.52389
stream,40.39472,-122.52444
stream,40.51583,-122.52444
stream,39.79222,-122.52528
stream,37.94306,-122.52556
stream,39.24861,-122.52639
stream,38.66944,-122.5275
stream,40.39778,-122.5275
stream,39.67972,-122.52833
stream,40.39917,-122.52833
stream,39.79333,-122.52917
stream,41.7,-122.53
stream,38.44306,-122.53111
stream,40.57194,-122.53139
stream,41.12722,-122.53167
stream,40.54167,-122.53222
stream,38.56361,-122.53278
stream,39.41917,-122.535
stream,39.60306,-122.535
stream,40.53944,-122.53528
stream,39.41833,-122.53556
stream,39.16611,-122.53611
stream,38.36944,-122.53778
stream,39.59361,-122.53778
stream,38.72,-122.53861
stream,38.98861,-122.53889
stream,38.98861,-122.53889
stream,41.32778,-122.53917
stream,40.58222,-122.54083
stream,38.78417,-122.54111
stream,40.58222,-122.54167
stream,40.21111,-122.54222
stream,41.88889,-122.54278
stream,38.15833,-122.54306
stream,39.23972,-122.54333
stream,39.23917,-122.54361
stream,37.94889,-122.54444
stream,39.88361,-122.54472
stream,38.18361,-122.545
stream,37.905,-122.54556
stream,38.19167,-122.54583
stream,38.13694,-122.54611
stream,38.13694,-122.54611
stream,39.76833,-122.54639
stream,40.10333,-122.54639
stream,39.10306,-122.54806
stream,40.01333,-122.54889
stream,40.01333,-122.54889
stream,38.34417,-122.54972
stream,38.34417,-122.54972
stream,40.40639,-122.55028
stream,38.15972,-122.55056
stream,39.38167,-122.55056
stream,41.33167,-122.55056
stream,41.32472,-122.55083
stream,38.9975,-122.55111
stream,41.3375,-122.55111
stream,41.33139,-122.55139
stream,38.15889,-122.55167
stream,38.17,-122.55167
stream,38.37917,-122.55167
stream,41.26639,-122.5525
stream,40.63111,-122.55417
stream,38.99944,-122.55444
stream,41.31861,-122.55472
stream,38.79528,-122.555
stream,40.01167,-122.555
stream,40.89528,-122.555
stream,40.62361,-122.55611
stream,37.92417,-122.55667
stream,40.76667,-122.55667
stream,40.52194,-122.55694
stream,37.96611,-122.5575
stream,37.96611,-122.5575
stream,40.27333,-122.55778
stream,41.12222,-122.55778
stream,38.35111,-122.55889
stream,40.45472,-122.55889
stream,39.29,-122.55917
stream,38.34667,-122.56
stream,38.34667,-122.56
stream,40.97083,-122.56139
stream,38.94028,-122.5625
stream,41.73889,-122.5625
stream,41.54583,-122.56333
stream,37.91222,-122.56389
stream,41.11667,-122.56417
stream,38.18056,-122.565
stream,39.01833,-122.56528
stream,38.09889,-122.56611
stream,40.76167,-122.56611
stream,41.30583,-122.56639
stream,38.49028,-122.56778
stream,39.555,-122.56806
stream,40.20111,-122.56806
stream,37.98139,-122.56861
stream,40.96639,-122.56944
stream,41.92556,-122.57
stream,38.20389,-122.57028
stream,40.09389,-122.57028
stream,41.85583,-122.57056
stream,40.89333,-122.57167
stream,37.95306,-122.57222
stream,39.54722,-122.5725
stream,41.92833,-122.57278
stream,39.02556,-122.57306
stream,41.29722,-122.57444
stream,40.90917,-122.57472
stream,37.88111,-122.57556
stream,40.75778,-122.57556
stream,37.85972,-122.57667
stream,39.04833,-122.57694
stream,37.90056,-122.57722
stream,41.475,-122.5775
stream,41.76417,-122.5775
stream,39.4125,-122.57917
stream,37.95444,-122.58028
stream,41.93,-122.58028
stream,37.91111,-122.58083
stream,40.62611,-122.58139
stream,38.51694,-122.58194
stream,39.06917,-122.5825
stream,39.59861,-122.58306
stream,39.59861,-122.58306
stream,40.60444,-122.58306
stream,40.85833,-122.58361
stream,37.92028,-122.58389
stream,37.92028,-122.58389
stream,37.98583,-122.58389
stream,40.7575,-122.58389
stream,40.91361,-122.585
stream,38.66833,-122.58556
stream,41.08417,-122.58611
stream,38.58139,-122.58694
stream,38.60111,-122.5875
stream,38.66694,-122.5875
stream,40.92917,-122.5875
stream,37.90389,-122.58833
stream,37.90389,-122.58833
stream,40.94,-122.58833
stream,37.98333,-122.58889
stream,40.18917,-122.58889
stream,40.45083,-122.58889
stream,41.28278,-122.58917
stream,41.06611,-122.58944
stream,40.64111,-122.58972
stream,37.94583,-122.59
stream,39.27583,-122.59056
stream,40.10472,-122.59056
stream,38.92333,-122.59139
stream,37.99083,-122.59167
stream,38.58528,-122.59167
stream,37.90583,-122.59222
stream,39.60111,-122.5925
stream,41.83083,-122.59306
stream,38.92194,-122.59333
stream,41.77611,-122.59333
stream,37.94417,-122.59389
stream,40.18556,-122.59472
stream,37.94417,-122.59528
stream,38.58722,-122.59556
stream,41.03861,-122.59556
stream,38.69667,-122.59583
stream,38.69222,-122.59639
stream,38.89972,-122.5975
stream,40.10722,-122.59806
stream,40.84583,-122.59806
stream,38.70194,-122.59917
stream,41.03444,-122.6
stream,39.99806,-122.60028
stream,37.87556,-122.60361
stream,38.76667,-122.60361
stream,38.22389,-122.60417
stream,40.46111,-122.60472
stream,40.83111,-122.605
stream,38.78611,-122.60528
stream,39.51222,-122.60639
stream,39.25333,-122.60778
stream,40.78667,-122.60861
stream,38.71444,-122.60889
stream,40.46611,-122.60889
stream,40.80944,-122.61
stream,39.18778,-122.61028
stream,39.18694,-122.61056
stream,37.95861,-122.61111
stream,38.92556,-122.61139
stream,37.87861,-122.61222
stream,41.26472,-122.61306
stream,38.72417,-122.61333
stream,38.80611,-122.61333
stream,39.2875,-122.61333
